anchor,positive,negative,negative_similarity,source_stt,negative_stt
Quy định thanh toán không dùng tiền mặt của Trường Đại học Bình Dương có hiệu lực từ khi nào và áp dụng với ngưỡng giao dịch bao nhiêu?,"Quy định thanh toán không dùng tiền mặt của Trường sẽ có hiệu lực kể từ ngày 01 tháng 7 năm 2025. Quy định này áp dụng cho các khoản chi có hóa đơn mua hàng hóa, dịch vụ với giá trị từ 5.000.000 đồng trở lên (đã bao gồm thuế GTGT) thì phải thanh toán không dùng tiền mặt.",Quy định định mức thù lao để thực hiện xây dựng và thẩm định ngân hàng đề thi các môn học trong chương trình đào tạo trình độ đại học tại Trường Đại học Bình Dương.,0.59326166,TB_986,QD_1153
Cơ sở pháp lý cho chính sách thanh toán không dùng tiền mặt của Trường là gì?,"Chính sách thanh toán không dùng tiền mặt của Trường Đại học Bình Dương được ban hành dựa trên các căn cứ pháp lý sau: Nghị quyết số 48/2024/QH15 (hiệu lực 26/11/2024), Nghị quyết số 67/2025/QH15 (hiệu lực 01/10/2025), Nghị định số 181/2025/ND-CP (hiệu lực 01/7/2025).",Các đơn vị cần lưu ý rằng các khoản chi phí phát sinh không nằm trong dự trù kinh phí được duyệt sẽ căn cứ vào tình hình tài chính thực tế của Trường Đại học Bình Dương.,0.5581901,TB_986,TB_972
Khi nào phải áp dụng thanh toán không tiền mặt trong Trường?,"Trong trường hợp buộc phải thanh toán tại thời điểm giao dịch, các đơn vị hoặc cá nhân cần thực hiện thanh toán không dùng tiền mặt nếu Trường được phép kê khai và khấu trừ chi phí cá nhân hoặc chi phí kinh doanh (nếu có sự ủy quyền).",Sinh viên thanh toán học phí bằng cách chuyển khoản học phí về tài khoản sau.,0.5850909,TB_986,TB_617
Những hình thức thanh toán không tiền mặt nào được chấp nhận?,"Các hình thức thanh toán không dùng tiền mặt được chấp nhận bao gồm: giấy đề nghị thanh toán (chuyển khoản), hóa đơn kèm chứng từ hợp lệ, kế hoạch/đề xuất nhiệm vụ, giấy ủy quyền thanh toán.","Không, hình phạt trừ lương không được áp dụng trong danh sách các hình thức kỷ luật.",0.45676744,TB_986,QD_360
Chính sách này áp dụng cho mọi giao dịch không? Có ngoại lệ không?,Chính sách này không áp dụng đối với các khoản chi mà đơn vị được ủy quyền không thực hiện hoạt động trong phạm vi hoạt động của Nhà trường.,"Không, vì biên bản họp là căn cứ pháp lý bắt buộc trong quy trình xét duyệt khen thưởng.",0.5479942,TB_986,QD_360
Giấy ủy quyền thanh toán dùng để làm gì?,"Giấy ủy quyền thanh toán là văn bản cho phép Bên B (được ủy quyền) thay mặt Trường Đại học Bình Dương (Bên A - bên ủy quyền) thực hiện thanh toán cho các hoạt động mua sắm, dịch vụ, sản xuất, kinh doanh. Bên A là Trường ĐHBD do ông Cao Việt Hiếu (Hiệu trưởng) đại diện; Bên B là cá nhân/đơn vị được ủy quyền.","Các hình thức thanh toán không dùng tiền mặt được chấp nhận bao gồm: giấy đề nghị thanh toán (chuyển khoản), hóa đơn kèm chứng từ hợp lệ, kế hoạch/đề xuất nhiệm vụ, giấy ủy quyền thanh toán.",0.66141737,TB_986,TB_986
Bên được ủy quyền cần làm gì khi thanh toán thay Trường?,"Bên được ủy quyền phải thanh toán bằng chuyển khoản theo hóa đơn hợp lệ, tiếp nhận chứng từ liên quan và hoàn thiện hồ sơ thanh toán nộp lại Phòng Tài chính - Kế toán.","Giấy ủy quyền thanh toán là văn bản cho phép Bên B (được ủy quyền) thay mặt Trường Đại học Bình Dương (Bên A - bên ủy quyền) thực hiện thanh toán cho các hoạt động mua sắm, dịch vụ, sản xuất, kinh doanh. Bên A là Trường ĐHBD do ông Cao Việt Hiếu (Hiệu trưởng) đại diện; Bên B là cá nhân/đơn vị được ủy quyền.",0.5793101,TB_986,TB_986
Trường hoàn tiền cho bên ủy quyền bằng cách nào?,Trường Đại học Bình Dương sẽ hoàn tiền cho Bên được ủy quyền qua chuyển khoản ngân hàng hoặc các hình thức thanh toán không dùng tiền mặt đúng quy định.,Nhà trường không giải quyết việc hoàn trả học phí.,0.64694816,TB_986,QD_1350
Thời hạn hiệu lực và trách nhiệm nếu vi phạm Giấy ủy quyền là gì?,Giấy ủy quyền có hiệu lực từ ngày cụ thể đến một ngày cụ thể trong năm 2025 hoặc đến khi bị thay thế/hủy bỏ. Mọi hành vi vi phạm sẽ chịu hoàn toàn trách nhiệm trước pháp luật và nội quy Trường Đại học Bình Dương.,"Nếu có bất kỳ vi phạm nào đối với các nội dung cam kết đã nêu, người học sẽ chịu hoàn toàn trách nhiệm trước pháp luật và chấp nhận mọi hình thức xử lý kỷ luật của Nhà trường. Các hình thức xử lý này có thể bao gồm, nhưng không giới hạn ở: hủy kết quả xét tuyển, buộc thôi học, Hủy bỏ hoặc thu hồi bằng tốt nghiệp (nếu bằng đã được cấp) [7, Điều 7.3].",0.6485506,TB_986,QD_2882
Giấy ủy quyền thanh toán được lập thành bao nhiêu bản và mỗi bên giữ bao nhiêu bản?,"Giấy ủy quyền thanh toán được lập thành 02 bản, và mỗi bên sẽ giữ 01 bản có giá trị pháp lý như nhau.","Các hình thức thanh toán không dùng tiền mặt được chấp nhận bao gồm: giấy đề nghị thanh toán (chuyển khoản), hóa đơn kèm chứng từ hợp lệ, kế hoạch/đề xuất nhiệm vụ, giấy ủy quyền thanh toán.",0.60691845,TB_986,TB_986
Trung tâm Hoạt động sinh viên & Quan hệ doanh nghiệp được thành lập để làm gì?,"Trung tâm Hoạt động sinh viên và Quan hệ doanh nghiệp là một đơn vị của Trường Đại học Bình Dương, có nhiệm vụ chính là tham mưu cho Hiệu trưởng về việc xây dựng kế hoạch và tổ chức các hoạt động liên quan đến sinh viên, cựu sinh viên, khởi nghiệp và quan hệ doanh nghiệp.","Trung tâm Hoạt động sinh viên và Quan hệ doanh nghiệp có chức năng tham mưu, giúp việc cho Hiệu trưởng trong công tác quản lý, tổ chức và phát triển các hoạt động sinh viên và quan hệ doanh nghiệp của Nhà trường.",0.7154455,QD_1370,QD_1303
Quy chế hoạt động của Trung tâm có hiệu lực từ khi nào?,Quy chế này có hiệu lực thi hành kể từ ngày ký quyết định.,"Quy chế này quy định chức năng, nhiệm vụ, quyền hạn, cơ cấu tổ chức và hoạt động của Trung tâm Hoạt động sinh viên và Quan hệ doanh nghiệp, áp dụng với Trung tâm và các đơn vị liên quan.",0.58570296,QD_1370,QD_1370
Trung tâm có hỗ trợ giảng viên trong đào tạo và nâng cao chất lượng giáo dục không?,"Có. Trung tâm có chức năng tham gia hỗ trợ sinh viên trong học tập, rèn luyện và phát triển kỹ năng, đồng thời là cầu nối để phát triển đội ngũ giảng viên, sinh viên và các đối tác nhằm nâng cao chất lượng đào tạo và uy tín của Nhà trường.","Giáo viên chủ nhiệm có nhiệm vụ hướng dẫn, hỗ trợ sinh viên trong học tập, rèn luyện, và công tác giáo dục trong suốt năm học.",0.714302,QD_1370,QD_866
Giảng viên có thể phối hợp với Trung tâm trong những hoạt động nào liên quan đến sinh viên?,"Giảng viên có thể phối hợp với Trung tâm để tổ chức các hoạt động khoa học, đào tạo, tập huấn kỹ năng theo định kỳ; chủ trì hoặc cùng Trung tâm tổ chức các câu lạc bộ văn hóa, văn nghệ, thể dục thể thao và các hoạt động giao lưu khác cho sinh viên; kết nối và phối hợp với các Khoa, Viện đào tạo để tổ chức các hoạt động khoa học tập, chuyển giao kỹ thuật, chuyển giao công nghệ tại doanh nghiệp.","Phòng Quản lý Đào tạo và Công tác Sinh viên chủ trì, phối hợp với các Khoa, Viện, Trung tâm và các phòng chức năng khác để thực hiện kế hoạch.",0.6647109,QD_1370,KH_866
Trung tâm hỗ trợ gì cho giảng viên trong việc kết nối sinh viên với doanh nghiệp?,"Có. Trung tâm xây dựng kế hoạch và triển khai các hoạt động quan hệ doanh nghiệp, trong đó có việc kết nối với nhà trường để giới thiệu vị trí tuyển dụng, giới thiệu việc làm, cung cấp thông tin và giới thiệu nơi thực tập cho sinh viên.","Có. Trung tâm phối hợp với doanh nghiệp để tổ chức giảng dạy, hướng dẫn đề án kinh doanh chuyên ngành, giúp sinh viên tăng kiến thức thực tiễn và hỗ trợ giảng viên trong hướng dẫn.",0.7497793,QD_1370,QD_1370
Giảng viên hoặc khoa/viện có cần cung cấp thông tin cho Trung tâm phục vụ công tác đảm bảo chất lượng không?,"Trung tâm có nhiệm vụ cung cấp các hồ sơ minh chứng liên quan đến hoạt động sinh viên, cựu sinh viên, khởi nghiệp, quan hệ doanh nghiệp và việc làm sinh viên cho Phòng Đảm bảo chất lượng và Khảo thí, cũng như các Khoa, Viện đào tạo. Để hỗ trợ việc này, Trung tâm sẽ phối hợp với các đơn vị chức năng thuộc Trường, điều này có thể bao gồm giảng viên nếu liên quan đến các hoạt động đó.","Có. Có thể liên hệ Phòng Công nghệ thông tin hoặc bộ phận kỹ thuật tại cơ sở để được hỗ trợ thiết bị, âm thanh, máy chiếu,...",0.6224084,QD_1370,BDU_253
Giảng viên có thể tham gia hỗ trợ sinh viên khởi nghiệp qua hoạt động của Trung tâm không?,"Có. Trung tâm xây dựng kế hoạch và tham mưu cho Hiệu trưởng về công tác hỗ trợ sinh viên các ngành đào tạo về hoạt động khởi nghiệp. Trung tâm cũng triển khai các hoạt động về đào tạo, tập huấn, bồi dưỡng ngắn hạn về khởi nghiệp, đổi mới sáng tạo cho sinh viên. Giảng viên có thể tham gia vào các hoạt động này tùy theo vai trò và chuyên môn.","Trung tâm Hoạt động sinh viên và Quan hệ doanh nghiệp là một đơn vị của Trường Đại học Bình Dương, có nhiệm vụ chính là tham mưu cho Hiệu trưởng về việc xây dựng kế hoạch và tổ chức các hoạt động liên quan đến sinh viên, cựu sinh viên, khởi nghiệp và quan hệ doanh nghiệp.",0.6275645,QD_1370,QD_1370
Nếu giảng viên làm việc tại Trung tâm thì cần đáp ứng tiêu chuẩn gì?,"Nếu là cán bộ, nhân viên của Trung tâm, cần có trình độ đại học trở lên và có khả năng sử dụng tiếng Anh phục vụ công việc cùng với trình độ tin học đáp ứng nhiệm vụ được giao.","Tác phong sư phạm của giảng viên được đánh giá qua việc lên lớp đúng giờ, chuẩn bị bài giảng đầy đủ, thể hiện tính chuẩn mực nhà giáo, nhiệt tình, trách nhiệm và hỗ trợ sinh viên ngoài giờ.",0.6462913,QD_1370,QD_812
Giảng viên được hưởng quyền lợi gì khi tham gia hoạt động hoặc làm việc tại Trung tâm?,"Khi tham gia các hoạt động hoặc là cán bộ của Trung tâm, giảng viên được thực hiện nhiệm vụ chuyên môn được giao, đảm bảo điều kiện làm việc, lựa chọn chương trình đào tạo và phương pháp giảng dạy theo quy định; được đào tạo nâng cao trình độ, tham gia hội thảo khoa học và được đánh giá kết quả công tác hàng năm theo quy định pháp luật.",Giảng viên được hưởng quyền lợi theo các quy định hiện hành của Trường Đại học Bình Dương đối với nhiệm vụ Giáo viên chủ nhiệm và Cố vấn học tập.,0.64014065,QD_1370,QD_285
Trung tâm phối hợp với các khoa/viện trong trường như thế nào?,"Trung tâm là đơn vị chức năng trực thuộc Trường và phối hợp chặt chẽ với các Khoa, Viện đào tạo trong các hoạt động liên quan đến sinh viên, cựu sinh viên, khởi nghiệp, doanh nghiệp, tư vấn tâm lý, y tế học đường, đào tạo, nghiên cứu khoa học và các hoạt động khác. Mục tiêu là khai thác hiệu quả nguồn lực chung và phát huy thế mạnh của các chương trình hợp tác.",Phòng QLĐT&CTSV phối hợp các Khoa/Viện/Trung tâm.,0.61216396,QD_1370,TB_196
Đơn vị nào chịu trách nhiệm chính triển khai Quy chế hoạt động của Trung tâm?,"Trung tâm Hoạt động sinh viên và Quan hệ doanh nghiệp có trách nhiệm chủ trì phối hợp với các Phòng, Khoa, Viện đào tạo và các đơn vị liên quan để triển khai thực hiện nội dung Quy chế này trong toàn Trường.","Quy chế này quy định chức năng, nhiệm vụ, quyền hạn, cơ cấu tổ chức và hoạt động của Trung tâm Hoạt động sinh viên và Quan hệ doanh nghiệp, áp dụng với Trung tâm và các đơn vị liên quan.",0.6416432,QD_1370,QD_1370
Giảng viên có thể tham gia vào các mối quan hệ hợp tác nào của Trung tâm với bên ngoài?,"Có. Trung tâm chủ động thiết lập và tham gia thực hiện các quan hệ hợp tác với các đơn vị ngoài Trường. Giảng viên có thể phối hợp với Trung tâm trong việc: phối hợp với địa phương, doanh nghiệp, bệnh viện để tổ chức các hoạt động giáo dục và nghiên cứu; hợp tác với tổ chức chính trị – xã hội để thực hiện giáo dục toàn diện; liên kết với cơ sở văn hóa – thể thao; hợp tác tổ chức học tập, giao lưu, thực hành, quảng bá hình ảnh.","Trung tâm có nhiệm vụ cung cấp các hồ sơ minh chứng liên quan đến hoạt động sinh viên, cựu sinh viên, khởi nghiệp, quan hệ doanh nghiệp và việc làm sinh viên cho Phòng Đảm bảo chất lượng và Khảo thí, cũng như các Khoa, Viện đào tạo. Để hỗ trợ việc này, Trung tâm sẽ phối hợp với các đơn vị chức năng thuộc Trường, điều này có thể bao gồm giảng viên nếu liên quan đến các hoạt động đó.",0.58293784,QD_1370,QD_1370
Trung tâm thu thập phản hồi doanh nghiệp ra sao và thông tin này có hữu ích cho giảng viên không?,Trung tâm tổ chức khảo sát nhu cầu đào tạo và thu thập thông tin phản hồi từ doanh nghiệp về các chương trình đào tạo. Thông tin này rất hữu ích để giảng viên cập nhật và điều chỉnh nội dung giảng dạy phù hợp với yêu cầu thị trường.,Nhằm thu thập ý kiến phản hồi của sinh viên về hoạt động giảng dạy để cải thiện chất lượng đào tạo.,0.62373924,QD_1370,TB_615
Trung tâm có thể hỗ trợ gì khi giảng viên hướng dẫn sinh viên làm đề án kinh doanh?,"Có. Trung tâm phối hợp với doanh nghiệp để tổ chức giảng dạy, hướng dẫn đề án kinh doanh chuyên ngành, giúp sinh viên tăng kiến thức thực tiễn và hỗ trợ giảng viên trong hướng dẫn.","Cố vấn học tập và giảng viên chủ nhiệm có trách nhiệm tư vấn, hỗ trợ sinh viên trong việc điều chỉnh kế hoạch học tập, đăng ký học phần phù hợp để giúp sinh viên cải thiện kết quả học vụ, đặc biệt đối với những sinh viên bị cảnh cáo học vụ.",0.6906597,QD_1370,QD_1341
Trung tâm được tổ chức gồm những bộ phận chính nào?,"Cơ cấu tổ chức gồm Lãnh đạo Trung tâm (Giám đốc, Phó Giám đốc), các bộ phận phụ trách hoạt động sinh viên, cựu sinh viên, khởi nghiệp, quan hệ doanh nghiệp, Văn phòng Trung tâm và các Câu lạc bộ sinh viên (nếu có).","Áp dụng cho Trung tâm và các đơn vị, tổ chức, cá nhân liên quan đến hoạt động của Trung tâm.",0.6562763,QD_1370,QD_1370
"Văn phòng Trung tâm có nhiệm vụ gì, đặc biệt trong hỗ trợ khoa/viện hoặc giảng viên?","Văn phòng Trung tâm tham mưu, hỗ trợ Giám đốc về hành chính và điều phối hoạt động: tổng hợp đề xuất, liên hệ cộng tác viên, tổng hợp kế hoạch quan hệ doanh nghiệp, đánh giá mức độ hoàn thành công việc.","Trung tâm có nhiệm vụ cung cấp các hồ sơ minh chứng liên quan đến hoạt động sinh viên, cựu sinh viên, khởi nghiệp, quan hệ doanh nghiệp và việc làm sinh viên cho Phòng Đảm bảo chất lượng và Khảo thí, cũng như các Khoa, Viện đào tạo. Để hỗ trợ việc này, Trung tâm sẽ phối hợp với các đơn vị chức năng thuộc Trường, điều này có thể bao gồm giảng viên nếu liên quan đến các hoạt động đó.",0.6820222,QD_1370,QD_1370
Trung tâm đóng vai trò gì trong thực hiện “3 công khai” và kiểm định chất lượng giáo dục?,"Trung tâm thực hiện công tác 3 công khai và kiểm định chất lượng giáo dục, thu thập hồ sơ minh chứng về sinh viên, cựu sinh viên, khởi nghiệp, quan hệ doanh nghiệp, và cung cấp cho Phòng Đảm bảo chất lượng, các Khoa, Viện đào tạo.","Hệ số quy đổi giờ giảng dạy tại Trường Đại học Bình Dương được tính dựa trên ba yếu tố chính: (1) số lượng sinh viên, (2) chức danh hoặc học vị của giảng viên, (3) ngôn ngữ giảng dạy.",0.5962416,QD_1370,QD_2004
Quy chế này nhằm mục đích gì và áp dụng cho đối tượng nào?,"Quy chế này quy định về chức năng, nhiệm vụ, quyền hạn, cơ cấu tổ chức và hoạt động của Trung tâm Hoạt động sinh viên và Quan hệ doanh nghiệp, áp dụng cho Trung tâm và các tổ chức, cá nhân có liên quan.","Trong Quy chế hiện tại chưa quy định cụ thể cơ chế xử lý mâu thuẫn lợi ích, cần bổ sung cơ chế giám sát độc lập.",0.56469285,QD_1370,QD_360
Trung tâm hoạt động theo những nguyên tắc nào?,"Trung tâm hoạt động tuân thủ quy định pháp luật, đề cao tự chủ, tạo điều kiện phát huy năng lực, tranh thủ hỗ trợ tài chính và chịu trách nhiệm toàn diện dưới sự quản lý của Giám đốc.","Áp dụng cho Trung tâm và các đơn vị, tổ chức, cá nhân liên quan đến hoạt động của Trung tâm.",0.58419627,QD_1370,QD_1370
Cán bộ Trung tâm cần đáp ứng tiêu chuẩn gì và được hưởng quyền lợi gì?,"Cán bộ có trình độ đại học trở lên, đạo đức tốt, hoàn thành nhiệm vụ và được đảm bảo quyền chuyên môn, học tập, tham gia giảng dạy, nghiên cứu và hợp tác theo quy định.","Áp dụng cho Trung tâm và các đơn vị, tổ chức, cá nhân liên quan đến hoạt động của Trung tâm.",0.589828,QD_1370,QD_1370
Cơ sở vật chất của Trung tâm gồm những gì và do ai quản lý?,Cơ sở vật chất gồm tài sản do Trường trang bị hoặc tài trợ; Trung tâm có trách nhiệm lập kế hoạch sử dụng và phối hợp đơn vị phụ trách để quản lý theo quy định.,Nội dung cơ sở vật chất do Bộ phận Quản trị thiết bị - Phòng Tổng hợp và Thư viện chịu trách nhiệm thực hiện.,0.61990243,QD_1370,KH_680
"Trung tâm có bị thanh tra, kiểm tra định kỳ không? Đơn vị nào thực hiện?","Có, Trung tâm chịu thanh tra định kỳ từ Phòng Thanh tra – Pháp chế và Kiểm toán nội bộ, hoặc theo yêu cầu của cơ quan chức năng và Trường Đại học Bình Dương.","Việc kiểm tra phải khách quan, trung thực, có sự tham gia của các bộ phận quản lý, sử dụng và bảo vệ cơ sở vật chất.",0.5621594,QD_1370,KH_772
"Trung tâm có vị trí pháp lý ra sao, tên đầy đủ là gì và đặt trụ sở ở đâu?","Trung tâm thuộc Trường Đại học Bình Dương, tên đầy đủ là Trung tâm Hoạt động sinh viên và Quan hệ doanh nghiệp, trụ sở tại 504 Đại lộ Bình Dương, TP. Thủ Dầu Một.","Áp dụng cho Trung tâm và các đơn vị, tổ chức, cá nhân liên quan đến hoạt động của Trung tâm.",0.5345325,QD_1370,QD_1370
Chức năng chính của Trung tâm là gì?,"Trung tâm hỗ trợ sinh viên học tập, rèn luyện, kết nối doanh nghiệp, hỗ trợ việc làm, thực tập, khởi nghiệp và nâng cao uy tín Nhà trường.","Áp dụng cho Trung tâm và các đơn vị, tổ chức, cá nhân liên quan đến hoạt động của Trung tâm.",0.57881665,QD_1370,QD_1370
Trung tâm gồm những bộ phận nào?,"Cơ cấu gồm Giám đốc, Phó Giám đốc, bộ phận hoạt động sinh viên, khởi nghiệp, quan hệ doanh nghiệp, Văn phòng Trung tâm và các Câu lạc bộ sinh viên (nếu có).","Áp dụng cho Trung tâm và các đơn vị, tổ chức, cá nhân liên quan đến hoạt động của Trung tâm.",0.6172364,QD_1370,QD_1370
"Giám đốc Trung tâm có vai trò, nhiệm vụ và quyền hạn gì?","Giám đốc đại diện và điều hành Trung tâm, xây dựng chiến lược, đề xuất tuyển dụng, quản lý nhân sự, phối hợp đào tạo, đảm bảo tuân thủ quy định Trường.","Phó Giám đốc hỗ trợ Giám đốc điều hành công việc, phụ trách một số mảng, chịu trách nhiệm nhiệm vụ được phân công, và có thể được ủy quyền điều hành khi cần.",0.7445086,QD_1370,QD_1370
Trung tâm duy trì quan hệ công tác với các đơn vị trong và ngoài Trường như thế nào?,"Trung tâm phối hợp với các đơn vị trong Trường và thiết lập hợp tác với doanh nghiệp, địa phương, tổ chức xã hội để hỗ trợ sinh viên và phát triển đào tạo.","Quy chế này quy định chức năng, nhiệm vụ, quyền hạn, cơ cấu tổ chức và hoạt động của Trung tâm Hoạt động sinh viên và Quan hệ doanh nghiệp, áp dụng với Trung tâm và các đơn vị liên quan.",0.6016435,QD_1370,QD_1370
Trung tâm có nhiệm vụ gì với sinh viên và cựu sinh viên?,"Trung tâm lập kế hoạch, tổ chức hoạt động sinh viên, cựu sinh viên, phối hợp đào tạo, phong trào, tư vấn hướng nghiệp và cung cấp minh chứng cho kiểm định chất lượng.","Cơ cấu tổ chức gồm Lãnh đạo Trung tâm (Giám đốc, Phó Giám đốc), các bộ phận phụ trách hoạt động sinh viên, cựu sinh viên, khởi nghiệp, quan hệ doanh nghiệp, Văn phòng Trung tâm và các Câu lạc bộ sinh viên (nếu có).",0.6795671,QD_1370,QD_1370
Trung tâm làm gì để thúc đẩy quan hệ và hoạt động với doanh nghiệp?,"Trung tâm kết nối doanh nghiệp, hỗ trợ thực tập, việc làm, tổ chức tư vấn, đào tạo kỹ năng, khảo sát nhu cầu doanh nghiệp, mời chuyên gia và vận động tài trợ.",Ngày hội việc làm là một phần trong chương trình dành cho sinh viên cuối khóa nhằm kết nối với doanh nghiệp và tiếp cận thông tin thị trường lao động.,0.57238656,QD_1370,KH_811
Trung tâm có nhiệm vụ gì trong việc hỗ trợ khởi nghiệp cho sinh viên?,"Trung tâm lập kế hoạch khởi nghiệp, tổ chức đào tạo, tập huấn, kết nối nguồn lực và tham gia các hoạt động, cuộc thi khởi nghiệp trong và ngoài Trường.","Có, sinh viên được hỗ trợ việc làm thêm và tham gia các chương trình khởi nghiệp do Nhà trường hoặc khoa tổ chức.",0.6600398,QD_1370,BDU_109
Phó Giám đốc Trung tâm có vai trò và quyền hạn gì?,"Phó Giám đốc hỗ trợ Giám đốc điều hành công việc, phụ trách một số mảng, chịu trách nhiệm nhiệm vụ được phân công, và có thể được ủy quyền điều hành khi cần.","Các nhiệm vụ phát sinh sẽ do Ban Giám hiệu phân công, trong đó trực tiếp là Phó Hiệu trưởng phụ trách lĩnh vực có liên quan.",0.6194464,QD_1370,QD_1535
Trung tâm đảm bảo và kiểm định chất lượng hoạt động như thế nào?,"Trung tâm xây dựng kế hoạch đảm bảo chất lượng, thu thập minh chứng, cung cấp dữ liệu cho các đơn vị liên quan và tổ chức khảo sát đánh giá hàng năm.","Phòng Tổng hợp đảm bảo hậu cần, an ninh, âm thanh ánh sáng, điều hành tổng thể buổi lễ và các nhiệm vụ phối hợp khác.",0.5432731,QD_1370,KH_386
Cơ cấu tổ chức của Trung tâm gồm những bộ phận nào?,"Gồm Giám đốc, Phó Giám đốc, các phòng chức năng, văn phòng Trung tâm và các bộ phận phụ trách sinh viên – doanh nghiệp.","Áp dụng cho Trung tâm và các đơn vị, tổ chức, cá nhân liên quan đến hoạt động của Trung tâm.",0.67324686,QD_1370,QD_1370
Cán bộ Trung tâm có quyền hạn gì?,"Được tham gia giảng dạy, nghiên cứu, chuyển giao công nghệ và được trang bị điều kiện làm việc đầy đủ.","Quy chế này quy định chức năng, nhiệm vụ, quyền hạn, cơ cấu tổ chức và hoạt động của Trung tâm Hoạt động sinh viên và Quan hệ doanh nghiệp, áp dụng với Trung tâm và các đơn vị liên quan.",0.573209,QD_1370,QD_1370
Trung tâm này được thành lập dựa trên quyết định nào?,Trung tâm được thành lập và hoạt động theo Quyết định số 1303/QĐ-ĐHBD ngày 28 tháng 5 năm 2025 của Hiệu trưởng Trường Đại học Bình Dương.,"Áp dụng cho Trung tâm và các đơn vị, tổ chức, cá nhân liên quan đến hoạt động của Trung tâm.",0.5129677,QD_1370,QD_1370
"Cán bộ, nhân viên tại Trung tâm cần đáp ứng tiêu chuẩn trình độ học vấn nào?","Cán bộ, nhân viên của Trung tâm phải có trình độ đại học trở lên.","Nếu là cán bộ, nhân viên của Trung tâm, cần có trình độ đại học trở lên và có khả năng sử dụng tiếng Anh phục vụ công việc cùng với trình độ tin học đáp ứng nhiệm vụ được giao.",0.62682027,QD_1370,QD_1370
Quy chế tổ chức của Trung tâm áp dụng cho ai và điều chỉnh những gì?,"Quy chế này quy định chức năng, nhiệm vụ, quyền hạn, cơ cấu tổ chức và hoạt động của Trung tâm Hoạt động sinh viên và Quan hệ doanh nghiệp, áp dụng với Trung tâm và các đơn vị liên quan.","Quy chế này quy định về chức năng, nhiệm vụ, quyền hạn, cơ cấu tổ chức và hoạt động của Trung tâm Hoạt động sinh viên và Quan hệ doanh nghiệp, áp dụng cho Trung tâm và các tổ chức, cá nhân có liên quan.",0.6057771,QD_1370,QD_1370
Tên tiếng Anh và địa chỉ trụ sở của Trung tâm là gì?,"Tên tiếng Anh là Center for Student Affairs and Corporate Relations - Binh Duong University, địa chỉ tại 504 Đại lộ Bình Dương, TP. Thủ Dầu Một, Bình Dương.","Trụ sở chính, cơ sở Hoàng Hoa Thám, cơ sở 2, cơ sở Đông Nam, xưởng thực hành ô tô và nhà khách đều có địa chỉ mới tại phường Phú Lợi, Thành phố Hồ Chí Minh.",0.51445746,QD_1370,TB_879
Trung tâm được quản lý và điều hành như thế nào?,Trung tâm chịu sự chỉ đạo trực tiếp của Trường Đại học Bình Dương và tuân thủ các quy định hiện hành.,"Quy chế này quy định chức năng, nhiệm vụ, quyền hạn, cơ cấu tổ chức và hoạt động của Trung tâm Hoạt động sinh viên và Quan hệ doanh nghiệp, áp dụng với Trung tâm và các đơn vị liên quan.",0.5432516,QD_1370,QD_1370
Quy chế quy định nội dung gì?,"Quy chế điều chỉnh chức năng, nhiệm vụ, quyền hạn, cơ cấu tổ chức và hoạt động của Trung tâm Hoạt động sinh viên và Quan hệ doanh nghiệp.",Quy chế này có hiệu lực thi hành kể từ ngày ký quyết định.,0.5506594,QD_1370,QD_1370
Quy chế áp dụng cho ai?,"Áp dụng cho Trung tâm và các đơn vị, tổ chức, cá nhân liên quan đến hoạt động của Trung tâm.","Trong Quy chế hiện tại chưa quy định cụ thể cơ chế xử lý mâu thuẫn lợi ích, cần bổ sung cơ chế giám sát độc lập.",0.56980807,QD_1370,QD_360
Trung tâm có vị trí pháp lý thế nào?,"Là đơn vị thuộc Trường Đại học Bình Dương, thành lập theo Quyết định số 1303/QĐ-ĐHBD ngày 28/5/2025.","Áp dụng cho Trung tâm và các đơn vị, tổ chức, cá nhân liên quan đến hoạt động của Trung tâm.",0.49335113,QD_1370,QD_1370
Tên và địa chỉ Trung tâm là gì?,"Tên tiếng Việt là Trung tâm Hoạt động sinh viên và Quan hệ doanh nghiệp; tiếng Anh là Center for Student Affairs and Corporate Relations - Binh Duong University; trụ sở tại 504 Đại lộ Bình Dương, TP. Thủ Dầu Một, Bình Dương.","Áp dụng cho Trung tâm và các đơn vị, tổ chức, cá nhân liên quan đến hoạt động của Trung tâm.",0.49710003,QD_1370,QD_1370
Mục tiêu hoạt động của Trung tâm?,"Thực hiện chủ trương xây dựng và tổ chức hoạt động liên quan sinh viên, cựu sinh viên, khởi nghiệp và quan hệ doanh nghiệp.","Áp dụng cho Trung tâm và các đơn vị, tổ chức, cá nhân liên quan đến hoạt động của Trung tâm.",0.6185792,QD_1370,QD_1370
Chức năng chính của Trung tâm là gì?,"Hỗ trợ sinh viên học tập, kỹ năng; kết nối doanh nghiệp; phát triển quan hệ với bên ngoài.","Áp dụng cho Trung tâm và các đơn vị, tổ chức, cá nhân liên quan đến hoạt động của Trung tâm.",0.57881665,QD_1370,QD_1370
Nhiệm vụ chính của Trung tâm là gì?,"Ba nhiệm vụ chính: hoạt động sinh viên - cựu sinh viên, doanh nghiệp và khởi nghiệp.","Áp dụng cho Trung tâm và các đơn vị, tổ chức, cá nhân liên quan đến hoạt động của Trung tâm.",0.49293044,QD_1370,QD_1370
